lascID,geneName,product,Group,aa_len,tx_len,gene_id,tx_name
LASC002104,LASC002104,hypothetical protein,NA,94,282,augustus_masked-000012F-processed-gene-36.2,augustus_masked-000012F-processed-gene-36.2-mRNA-1
LASC002108,f54h12.3_5,Putative uncharacterized transposon-derived protein F54H12.3,NA,252,756,augustus_masked-000012F-processed-gene-40.6,augustus_masked-000012F-processed-gene-40.6-mRNA-1
LASC002111,LASC002111,hypothetical protein,NA,178,534,augustus_masked-000012F-processed-gene-45.12,augustus_masked-000012F-processed-gene-45.12-mRNA-1
LASC002112,LASC002112,hypothetical protein,NA,498,1494,augustus_masked-000012F-processed-gene-45.13,augustus_masked-000012F-processed-gene-45.13-mRNA-1
LASC002124,pgbd4_30,PiggyBac transposable element-derived protein 4,NA,350,1050,augustus_masked-000012F-processed-gene-50.10,augustus_masked-000012F-processed-gene-50.10-mRNA-1
LASC002125,pgbd3,PiggyBac transposable element-derived protein 3,NA,188,564,augustus_masked-000012F-processed-gene-50.11,augustus_masked-000012F-processed-gene-50.11-mRNA-1
LASC002123,LASC002123,hypothetical protein,NA,107,321,augustus_masked-000012F-processed-gene-50.9,augustus_masked-000012F-processed-gene-50.9-mRNA-1
LASC002134,pgbd4_36,PiggyBac transposable element-derived protein 4,NA,259,777,augustus_masked-000012F-processed-gene-52.19,augustus_masked-000012F-processed-gene-52.19-mRNA-1
LASC002135,LASC002135,hypothetical protein,NA,192,576,augustus_masked-000012F-processed-gene-52.21,augustus_masked-000012F-processed-gene-52.21-mRNA-1
LASC002156,abhd17c_3,Alpha/beta hydrolase domain-containing protein 17C,NA,216,648,augustus_masked-000012F-processed-gene-57.12,augustus_masked-000012F-processed-gene-57.12-mRNA-1
LASC002177,LASC002177,hypothetical protein,NA,335,1076,augustus_masked-000013F-processed-gene-2.6,augustus_masked-000013F-processed-gene-2.6-mRNA-1
LASC002242,slou,Homeobox protein slou,NA,301,1841,augustus_masked-000013F-processed-gene-29.0,augustus_masked-000013F-processed-gene-29.0-mRNA-1
LASC002246,LASC002246,hypothetical protein,NA,71,213,augustus_masked-000013F-processed-gene-31.2,augustus_masked-000013F-processed-gene-31.2-mRNA-1
LASC002269,LASC002269,hypothetical protein,NA,153,459,augustus_masked-000013F-processed-gene-47.1,augustus_masked-000013F-processed-gene-47.1-mRNA-1
LASC002273,LASC002273,hypothetical protein,NA,130,390,augustus_masked-000013F-processed-gene-51.6,augustus_masked-000013F-processed-gene-51.6-mRNA-1
LASC002288,LASC002288,hypothetical protein,NA,77,231,augustus_masked-000013F-processed-gene-59.2,augustus_masked-000013F-processed-gene-59.2-mRNA-1
LASC002315,LASC002315,"hypothetical, protein",NA,326,978,augustus_masked-000014F-processed-gene-10.11,augustus_masked-000014F-processed-gene-10.11-mRNA-1
LASC002316,zcchc10,"Zinc, finger, CCHC, domain-containing, protein, 10",NA,141,423,augustus_masked-000014F-processed-gene-10.12,augustus_masked-000014F-processed-gene-10.12-mRNA-1
LASC002347,cfdp1,"Craniofacial, development, protein, 1",NA,257,771,augustus_masked-000014F-processed-gene-28.3,augustus_masked-000014F-processed-gene-28.3-mRNA-1
LASC002351,LASC002351,"hypothetical, protein",NA,163,489,augustus_masked-000014F-processed-gene-31.12,augustus_masked-000014F-processed-gene-31.12-mRNA-1
LASC002369,LASC002369,"hypothetical, protein",NA,87,261,augustus_masked-000014F-processed-gene-42.5,augustus_masked-000014F-processed-gene-42.5-mRNA-1
LASC002380,inafm2_2,"Putative, transmembrane, protein, INAFM2",NA,135,405,augustus_masked-000014F-processed-gene-47.10,augustus_masked-000014F-processed-gene-47.10-mRNA-1
LASC002379,LASC002379,"hypothetical, protein",NA,311,933,augustus_masked-000014F-processed-gene-47.9,augustus_masked-000014F-processed-gene-47.9-mRNA-1
LASC002383,nf2,Merlin,NA,599,1797,augustus_masked-000014F-processed-gene-48.5,augustus_masked-000014F-processed-gene-48.5-mRNA-1
LASC002385,rem2,"GTP-binding, protein, REM, 2",NA,223,669,augustus_masked-000014F-processed-gene-48.7,augustus_masked-000014F-processed-gene-48.7-mRNA-1
LASC002398,znf235_6,"Zinc, finger, protein, 235",NA,337,1011,augustus_masked-000014F-processed-gene-56.2,augustus_masked-000014F-processed-gene-56.2-mRNA-1
LASC002308,kctd3,"BTB/POZ, domain-containing, protein, KCTD3",NA,697,4639,augustus_masked-000014F-processed-gene-9.9,augustus_masked-000014F-processed-gene-9.9-mRNA-1
LASC002468,LASC002468,hypothetical protein,NA,86,258,augustus_masked-000015F-processed-gene-23.6,augustus_masked-000015F-processed-gene-23.6-mRNA-1
LASC002484,wdr70,WD repeat-containing protein 70,NA,651,1953,augustus_masked-000015F-processed-gene-30.2,augustus_masked-000015F-processed-gene-30.2-mRNA-1
LASC002489,LASC002489,hypothetical protein,NA,105,315,augustus_masked-000015F-processed-gene-30.8,augustus_masked-000015F-processed-gene-30.8-mRNA-1
LASC002492,rbm5,RNA-binding protein 5,NA,840,2520,augustus_masked-000015F-processed-gene-31.7,augustus_masked-000015F-processed-gene-31.7-mRNA-1
LASC002500,LASC002500,hypothetical protein,NA,213,781,augustus_masked-000015F-processed-gene-32.7,augustus_masked-000015F-processed-gene-32.7-mRNA-1
LASC002414,LASC002414,hypothetical protein,NA,119,357,augustus_masked-000015F-processed-gene-5.0,augustus_masked-000015F-processed-gene-5.0-mRNA-1
LASC002546,LASC002546,hypothetical protein,NA,141,1300,augustus_masked-000016F-processed-gene-1.8,augustus_masked-000016F-processed-gene-1.8-mRNA-1
LASC002547,l(2)efl_13,Protein lethal(2)essential for life,NA,173,519,augustus_masked-000016F-processed-gene-1.9,augustus_masked-000016F-processed-gene-1.9-mRNA-1
LASC002607,LASC002607,hypothetical protein,NA,197,591,augustus_masked-000016F-processed-gene-27.1,augustus_masked-000016F-processed-gene-27.1-mRNA-1
LASC002608,LASC002608,hypothetical protein,NA,222,666,augustus_masked-000016F-processed-gene-27.2,augustus_masked-000016F-processed-gene-27.2-mRNA-1
LASC002609,LASC002609,hypothetical protein,NA,229,687,augustus_masked-000016F-processed-gene-27.3,augustus_masked-000016F-processed-gene-27.3-mRNA-1
LASC002610,LASC002610,hypothetical protein,NA,198,594,augustus_masked-000016F-processed-gene-27.4,augustus_masked-000016F-processed-gene-27.4-mRNA-1
LASC002611,LASC002611,hypothetical protein,NA,202,969,augustus_masked-000016F-processed-gene-27.5,augustus_masked-000016F-processed-gene-27.5-mRNA-1
LASC002628,mettl3,N6-adenosine-methyltransferase catalytic subunit,NA,553,4842,augustus_masked-000016F-processed-gene-42.8,augustus_masked-000016F-processed-gene-42.8-mRNA-1
LASC002690,LASC002690,hypothetical protein,NA,305,915,augustus_masked-000017F-processed-gene-13.2,augustus_masked-000017F-processed-gene-13.2-mRNA-1
LASC002697,LASC002697,hypothetical protein,NA,169,507,augustus_masked-000017F-processed-gene-19.0,augustus_masked-000017F-processed-gene-19.0-mRNA-1
LASC002699,LASC002699,hypothetical protein,NA,151,453,augustus_masked-000017F-processed-gene-19.1,augustus_masked-000017F-processed-gene-19.1-mRNA-1
LASC002700,LASC002700,hypothetical protein,NA,149,447,augustus_masked-000017F-processed-gene-19.2,augustus_masked-000017F-processed-gene-19.2-mRNA-1
LASC002704,yme1l,ATP-dependent zinc metalloprotease YME1L,NA,715,2145,augustus_masked-000017F-processed-gene-21.6,augustus_masked-000017F-processed-gene-21.6-mRNA-1
LASC002716,kctd16,BTB/POZ domain-containing protein KCTD16,NA,367,1101,augustus_masked-000017F-processed-gene-36.11,augustus_masked-000017F-processed-gene-36.11-mRNA-1
LASC002670,1a,Replicase polyprotein 1a,NA,446,1338,augustus_masked-000017F-processed-gene-4.7,augustus_masked-000017F-processed-gene-4.7-mRNA-1
LASC002724,gla,Alpha-galactosidase A,NA,421,1317,augustus_masked-000017F-processed-gene-43.0,augustus_masked-000017F-processed-gene-43.0-mRNA-1
LASC002725,naga_2,Alpha-N-acetylgalactosaminidase,NA,420,1314,augustus_masked-000017F-processed-gene-43.1,augustus_masked-000017F-processed-gene-43.1-mRNA-1
LASC002726,gpn2,GPN-loop GTPase 2,NA,306,1970,augustus_masked-000017F-processed-gene-43.3,augustus_masked-000017F-processed-gene-43.3-mRNA-1
LASC002733,LASC002733,hypothetical protein,NA,84,413,augustus_masked-000017F-processed-gene-45.7,augustus_masked-000017F-processed-gene-45.7-mRNA-1
LASC002736,atp10d_2,Probable phospholipid-transporting ATPase VD,NA,221,663,augustus_masked-000017F-processed-gene-46.5,augustus_masked-000017F-processed-gene-46.5-mRNA-1
LASC002747,fer3,Protein Fer3,NA,306,918,augustus_masked-000017F-processed-gene-50.12,augustus_masked-000017F-processed-gene-50.12-mRNA-1
LASC002780,LASC002780,hypothetical protein,NA,117,351,augustus_masked-000018F-processed-gene-12.6,augustus_masked-000018F-processed-gene-12.6-mRNA-1
LASC002784,sox14_2,Putative transcription factor SOX-14,NA,374,1122,augustus_masked-000018F-processed-gene-14.5,augustus_masked-000018F-processed-gene-14.5-mRNA-1
LASC002813,drgx,Dorsal root ganglia homeobox protein,NA,212,636,augustus_masked-000018F-processed-gene-19.6,augustus_masked-000018F-processed-gene-19.6-mRNA-1
LASC002814,LASC002814,hypothetical protein,NA,83,386,augustus_masked-000018F-processed-gene-19.8,augustus_masked-000018F-processed-gene-19.8-mRNA-1
LASC002829,nkx2-1,Homeobox protein Nkx-2.1,NA,101,303,augustus_masked-000018F-processed-gene-27.6,augustus_masked-000018F-processed-gene-27.6-mRNA-1
LASC002893,lsm5,U6 snRNA-associated Sm-like protein LSm5,NA,92,276,augustus_masked-000018F-processed-gene-50.13,augustus_masked-000018F-processed-gene-50.13-mRNA-1
LASC002966,LASC002966,hypothetical protein,NA,371,1113,augustus_masked-000020F-processed-gene-40.9,augustus_masked-000020F-processed-gene-40.9-mRNA-1
LASC002974,LASC002974,hypothetical protein,NA,134,402,augustus_masked-000020F-processed-gene-47.7,augustus_masked-000020F-processed-gene-47.7-mRNA-1
LASC002975,sstr4,Somatostatin receptor type 4,NA,420,1260,augustus_masked-000020F-processed-gene-49.0,augustus_masked-000020F-processed-gene-49.0-mRNA-1
LASC002912,LASC002912,hypothetical protein,NA,72,216,augustus_masked-000020F-processed-gene-6.4,augustus_masked-000020F-processed-gene-6.4-mRNA-1
LASC002913,LASC002913,hypothetical protein,NA,92,276,augustus_masked-000020F-processed-gene-6.7,augustus_masked-000020F-processed-gene-6.7-mRNA-1
LASC002978,alkbh2_154,DNA oxidative demethylase ALKBH2,NA,198,594,augustus_masked-000021F-processed-gene-0.34,augustus_masked-000021F-processed-gene-0.34-mRNA-1
LASC002979,alkbh2_164,DNA oxidative demethylase ALKBH2,NA,198,594,augustus_masked-000021F-processed-gene-1.3,augustus_masked-000021F-processed-gene-1.3-mRNA-1
LASC003028,sh_2,Potassium voltage-gated channel protein Shaker,NA,593,1779,augustus_masked-000021F-processed-gene-15.2,augustus_masked-000021F-processed-gene-15.2-mRNA-1
LASC002983,mariner\t,Mariner Mos1 transposase,NA,178,534,augustus_masked-000021F-processed-gene-2.1,augustus_masked-000021F-processed-gene-2.1-mRNA-1
LASC003077,LASC003077,hypothetical protein,NA,283,909,augustus_masked-000021F-processed-gene-42.1,augustus_masked-000021F-processed-gene-42.1-mRNA-1
LASC003079,axin1,Axin-1,NA,196,701,augustus_masked-000021F-processed-gene-44.0,augustus_masked-000021F-processed-gene-44.0-mRNA-1
LASC003000,inx2_12,Innexin inx2,NA,343,1029,augustus_masked-000021F-processed-gene-6.10,augustus_masked-000021F-processed-gene-6.10-mRNA-1
LASC002998,inx2_3,Innexin inx2,NA,371,1113,augustus_masked-000021F-processed-gene-6.8,augustus_masked-000021F-processed-gene-6.8-mRNA-1
LASC002999,inx3,Innexin inx3,NA,371,1113,augustus_masked-000021F-processed-gene-6.9,augustus_masked-000021F-processed-gene-6.9-mRNA-1
LASC003004,LASC003004,hypothetical protein,NA,69,207,augustus_masked-000021F-processed-gene-7.6,augustus_masked-000021F-processed-gene-7.6-mRNA-1
LASC003091,LASC003091,hypothetical protein,NA,262,786,augustus_masked-000022F-processed-gene-2.2,augustus_masked-000022F-processed-gene-2.2-mRNA-1
LASC003170,stk17a,Serine/threonine-protein kinase 17A,NA,317,2801,augustus_masked-000022F-processed-gene-28.1,augustus_masked-000022F-processed-gene-28.1-mRNA-1
LASC003172,stk17b,Serine/threonine-protein kinase 17B,NA,109,327,augustus_masked-000022F-processed-gene-28.2,augustus_masked-000022F-processed-gene-28.2-mRNA-1
LASC003174,LASC003174,hypothetical protein,NA,172,516,augustus_masked-000022F-processed-gene-28.5,augustus_masked-000022F-processed-gene-28.5-mRNA-1
LASC003197,LASC003197,hypothetical protein,NA,92,276,augustus_masked-000022F-processed-gene-32.22,augustus_masked-000022F-processed-gene-32.22-mRNA-1
LASC003205,cox7c,Cytochrome c oxidase subunit 7C%2C mitochondrial,NA,71,213,augustus_masked-000022F-processed-gene-34.13,augustus_masked-000022F-processed-gene-34.13-mRNA-1
LASC003204,akirin,Akirin,NA,177,531,augustus_masked-000022F-processed-gene-34.15,augustus_masked-000022F-processed-gene-34.15-mRNA-1
LASC003210,foxg1,Forkhead box protein G1,NA,406,1218,augustus_masked-000022F-processed-gene-36.3,augustus_masked-000022F-processed-gene-36.3-mRNA-1
LASC003229,LASC003229,hypothetical protein,NA,122,366,augustus_masked-000022F-processed-gene-40.6,augustus_masked-000022F-processed-gene-40.6-mRNA-1
LASC003254,polq,DNA polymerase theta,NA,2231,6750,augustus_masked-000022F-processed-gene-48.17,augustus_masked-000022F-processed-gene-48.17-mRNA-1
LASC003106,ank3_20,Ankyrin-3,NA,577,1731,augustus_masked-000022F-processed-gene-9.13,augustus_masked-000022F-processed-gene-9.13-mRNA-1
LASC003104,LASC003104,hypothetical protein,NA,79,256,augustus_masked-000022F-processed-gene-9.7,augustus_masked-000022F-processed-gene-9.7-mRNA-1
LASC003301,oxsm,3-oxoacyl-[acyl-carrier-protein] synthase%2C mitochondrial,NA,464,1392,augustus_masked-000023F-processed-gene-28.4,augustus_masked-000023F-processed-gene-28.4-mRNA-1
LASC003305,ipgm-1,2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase,NA,508,1524,augustus_masked-000023F-processed-gene-29.4,augustus_masked-000023F-processed-gene-29.4-mRNA-1
LASC003310,LASC003310,hypothetical protein,NA,95,345,augustus_masked-000023F-processed-gene-31.5,augustus_masked-000023F-processed-gene-31.5-mRNA-1
LASC003319,LASC003319,hypothetical protein,NA,367,1101,augustus_masked-000023F-processed-gene-34.9,augustus_masked-000023F-processed-gene-34.9-mRNA-1
LASC003324,LASC003324,hypothetical protein,NA,248,744,augustus_masked-000023F-processed-gene-36.4,augustus_masked-000023F-processed-gene-36.4-mRNA-1
LASC003323,znf782_15,Zinc finger protein 782,NA,319,957,augustus_masked-000023F-processed-gene-36.7,augustus_masked-000023F-processed-gene-36.7-mRNA-1
LASC003339,act6,Actin-6 (Fragment),NA,371,1113,augustus_masked-000023F-processed-gene-39.6,augustus_masked-000023F-processed-gene-39.6-mRNA-1
LASC003346,ykt6_3,Synaptobrevin homolog YKT6,NA,199,597,augustus_masked-000023F-processed-gene-40.9,augustus_masked-000023F-processed-gene-40.9-mRNA-1
LASC003349,LASC003349,hypothetical protein,NA,87,261,augustus_masked-000023F-processed-gene-41.9,augustus_masked-000023F-processed-gene-41.9-mRNA-1
LASC003357,LASC003357,hypothetical protein,NA,70,210,augustus_masked-000023F-processed-gene-44.24,augustus_masked-000023F-processed-gene-44.24-mRNA-1
LASC003370,pi4k2b,Phosphatidylinositol 4-kinase type 2-beta,NA,421,2330,augustus_masked-000023F-processed-gene-48.23,augustus_masked-000023F-processed-gene-48.23-mRNA-1
LASC003266,LASC003266,hypothetical protein,NA,73,219,augustus_masked-000023F-processed-gene-5.0,augustus_masked-000023F-processed-gene-5.0-mRNA-1
LASC003271,LASC003271,hypothetical protein,NA,110,330,augustus_masked-000023F-processed-gene-9.10,augustus_masked-000023F-processed-gene-9.10-mRNA-1
LASC003430,LASC003430,hypothetical protein,NA,524,1572,augustus_masked-000024F-processed-gene-30.12,augustus_masked-000024F-processed-gene-30.12-mRNA-1
LASC003468,smim12-a,Small integral membrane protein 12-A,NA,129,387,augustus_masked-000024F-processed-gene-43.12,augustus_masked-000024F-processed-gene-43.12-mRNA-1
LASC003507,LASC003507,hypothetical protein,NA,223,726,augustus_masked-000025F-processed-gene-11.0,augustus_masked-000025F-processed-gene-11.0-mRNA-1
LASC003517,LASC003517,hypothetical protein,NA,185,555,augustus_masked-000025F-processed-gene-14.1,augustus_masked-000025F-processed-gene-14.1-mRNA-1
LASC003521,LASC003521,hypothetical protein,NA,266,798,augustus_masked-000025F-processed-gene-15.9,augustus_masked-000025F-processed-gene-15.9-mRNA-1
LASC003532,mth2_8,G-protein coupled receptor Mth2,NA,1149,3447,augustus_masked-000025F-processed-gene-24.12,augustus_masked-000025F-processed-gene-24.12-mRNA-1
LASC003562,LASC003562,hypothetical protein,NA,73,219,augustus_masked-000025F-processed-gene-41.16,augustus_masked-000025F-processed-gene-41.16-mRNA-1
LASC003566,f54h12.3,Putative uncharacterized transposon-derived protein F54H12.3,NA,137,411,augustus_masked-000025F-processed-gene-44.0,augustus_masked-000025F-processed-gene-44.0-mRNA-1
LASC003583,LASC003583,hypothetical protein,NA,98,294,augustus_masked-000026F-processed-gene-1.10,augustus_masked-000026F-processed-gene-1.10-mRNA-1
LASC003618,LASC003618,hypothetical protein,NA,80,240,augustus_masked-000026F-processed-gene-21.3,augustus_masked-000026F-processed-gene-21.3-mRNA-1
LASC003635,grm6,Metabotropic glutamate receptor 6,NA,114,342,augustus_masked-000026F-processed-gene-30.13,augustus_masked-000026F-processed-gene-30.13-mRNA-1
LASC003645,LASC003645,hypothetical protein,NA,130,390,augustus_masked-000026F-processed-gene-38.0,augustus_masked-000026F-processed-gene-38.0-mRNA-1
LASC003684,mid1ip1,Mid1-interacting protein 1,NA,220,660,augustus_masked-000027F-processed-gene-14.7,augustus_masked-000027F-processed-gene-14.7-mRNA-1
LASC003698,zic4_2,Zinc finger protein ZIC 4,NA,435,4821,augustus_masked-000027F-processed-gene-17.5,augustus_masked-000027F-processed-gene-17.5-mRNA-1
LASC003660,LASC003660,hypothetical protein,NA,322,966,augustus_masked-000027F-processed-gene-4.14,augustus_masked-000027F-processed-gene-4.14-mRNA-1
LASC003756,nemf,Nuclear export mediator factor NEMF,NA,984,2952,augustus_masked-000027F-processed-gene-41.2,augustus_masked-000027F-processed-gene-41.2-mRNA-1
LASC003812,LASC003812,hypothetical protein,NA,205,615,augustus_masked-000028F-processed-gene-13.9,augustus_masked-000028F-processed-gene-13.9-mRNA-1
LASC003821,LASC003821,hypothetical protein,NA,73,614,augustus_masked-000028F-processed-gene-18.1,augustus_masked-000028F-processed-gene-18.1-mRNA-1
LASC003830,LASC003830,hypothetical protein,NA,482,1446,augustus_masked-000028F-processed-gene-23.6,augustus_masked-000028F-processed-gene-23.6-mRNA-1
